Brand,Product Name,Product Unit,Product Price,Pricing Unit,Secondary Price,Before Price,Valid Date,Image URL,Page URL
LECLERC,"Oat Bran Cookies With Almonds, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Oat Bran Cookies With Cranberries, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Oat Bran Cookies With Dark Chocolate Chunks, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Dark Chocolate Brownies Oat Bran Cookies, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Dark Chocolate Chip And Banana Oat Bran Cookies, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Cocoa And Raspberry Oat Bran Cookies, Vital",280 g,"$3.69
 ea.",,$1.32 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Fruit Jelly Sponge Cookies, Tradition",300 g,"$4.99
 ea.",,$1.66 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,Butter Cookies Topped With Milk Chocolate Cappuccino...,240 g,"$4.49
 ea.",,$1.87 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Oatmeal Cookies, Tradition",300 g,"$4.99
 ea.",,$1.66 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Field Blueberry Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Berry Harvest Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Red Raspberry Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Summer Strawberry Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Orchard Apple Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
LECLERC,"Chocolate Chip And Oatmeal Cookies, Tradition",280 g,"$4.99
 ea.",,$1.78 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Waiter Corkscrew,1 un,"$8.49
 ea.",,$8.49 /un.,,,https://product-images.metro.ca/images/h34/h96/12083985514526.jpg,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Scissor Tong,1 un,"$3.99
 ea.",,$3.99 /un.,,,https://product-images.metro.ca/images/hbd/hb9/12083986858014.jpg,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Candy Utility Knife,1 un,"$3.99
 ea.",,$3.99 /un.,,,https://product-images.metro.ca/images/h2f/hec/12084053114910.jpg,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Ball Whisk,1 un,"$9.49
 ea.",,$9.49 /un.,,,https://product-images.metro.ca/images/ha4/h97/12083981975582.jpg,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Stainless Meat Thermometer,1 un,"$5.99
 ea.",,$5.99 /un.,,,https://product-images.metro.ca/images/hfb/hfa/12084023459870.jpg,https://www.metro.ca/en/online-grocery/search-page-198
TRUDEAU MAISON,Melamine Pasta Fork,1 un,"$2.99
 ea.",,$2.99 /un.,,,https://product-images.metro.ca/images/h63/h92/12084053704734.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Melamine Slotted Spoon,1 un,"$2.99
 ea.",,$2.99 /un.,,,https://product-images.metro.ca/images/hd3/h0d/12084096434206.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Melamine Ladle,1 un,"$2.99
 ea.",,$2.99 /un.,,,https://product-images.metro.ca/images/haf/h3c/12084021592094.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Melamine Slotted Spatula,1 un,"$2.99
 ea.",,$2.99 /un.,,,https://product-images.metro.ca/images/h23/he1/12084032569374.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU,Foldable Cutlery,2 un,"$3.99
 ea.",,$2.00 /un.,,,https://product-images.metro.ca/images/h6d/hb5/12084051247134.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Snack And Dip Containers,1 un,"$3.59
 ea.",,$3.59 /un.,,,https://product-images.metro.ca/images/hc2/he9/12084018872350.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Condiment Containers,2 un,"$3.59
 ea.",,$1.80 /un.,,,https://product-images.metro.ca/images/h64/hc6/12084064813086.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Ice Cream Scoop,1 un,"$9.49
 ea.",,$9.49 /un.,,,https://product-images.metro.ca/images/hbb/h4d/12084012515358.jpg,https://www.metro.ca/en/online-grocery/search-page-199
TRUDEAU MAISON,Stainless Steal Cocktail Shaker,1 un,"$11.99
 ea.",,$11.99 /un.,,,https://product-images.metro.ca/images/hf9/hff/10710951526430.jpg,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,"Oats And Honey Crunchy Granola Cereal, Protein",310 g,"$8.29
 ea.",,$2.67 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
ANNIE'S,Organic Honey And Nuts Cereals,235 g,"$7.49
 ea.",,$3.19 /100g,,,https://product-images.metro.ca/images/h01/h23/11761639358494.jpg,https://www.metro.ca/en/online-grocery/search-page-199
ANNIE'S,Organic Cinnamon Crunch Cereals,260 g,"$7.49
 ea.",,$2.88 /100g,,,https://product-images.metro.ca/images/hf2/hdc/11817036808222.jpg,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,Dark Chocolate And Nuts Mini Granola Bars,425 g,"$9.99
 ea.",,$2.35 /100g,,,https://product-images.metro.ca/images/hce/hfb/10045171269662.jpg,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,"Fruit And Nut Chewy Granola Bars, Trail Mix",980 g,"$12.99
 ea.",,$1.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,Peanut Chewy Granola Bars Dipped In Peanut Butter Co...,980 g,"$12.99
 ea.",,$1.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
FIBRE 1,Oat And Chocolate Chewy Bars,840 g,"$12.99
 ea.",,$1.55 /100g,,,https://product-images.metro.ca/images/ha9/hae/10823193853982.jpg,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,"Assorted Flavours Chewy Granola Bars Value Pack, Swe...",980 g,"$12.99
 ea.",,$1.33 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
BETTY CROCKER,"Assorted Flavours Fruit Rolls, Fruit-By-Foot",637 g,"$10.99
 ea.",,$1.73 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
NATURE VALLEY,"Oat And Honey Chrunchy Granola Bars Value Pack, Crunchy",1.28 kg,"$12.99
 ea.",,$1.01 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
GENERAL MILLS,"Corn Cereals, Chex",340 g,"$8.29
 ea.",,$2.44 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
MOTT'S,"Assorted Fruit Flavoured Snacks Value Pack, Fruitsat...",907 g,"$10.99
 ea.",,$1.21 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
MARTIN PICARD,Maple Flavoured Condensed Milk,300 mL,"$7.99
 ea.",,$2.66 /100ml,,,https://product-images.metro.ca/images/h21/h8e/9459963658270.jpg,https://www.metro.ca/en/online-grocery/search-page-199
MIKES,"Precooked Pizza Crusts With Sauce Pouches, Mike'S",450 g,"$7.79
 ea.",,$1.73 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
MARTIN PICARD,Maple Flavoured Dulce De Leche,300 mL,"$8.99
 ea.",,$3.00 /100ml,,,https://product-images.metro.ca/images/hbb/hfd/9877583822878.jpg,https://www.metro.ca/en/online-grocery/search-page-199
RIVIERA,Wild Berries Flavoured Oat Milk Based Vegan Yogurt,500 g,"$6.79
 ea.",,$1.36 /100g,,,https://product-images.metro.ca/images/h14/h8d/10946674753566.jpg,https://www.metro.ca/en/online-grocery/search-page-199
RIVIERA,Lactose Free Black Cherry And Vanilla Flavoured Yogurt,500 g,"$5.29
 ea.",,$1.06 /100g,,,https://product-images.metro.ca/images/h9f/h4e/11292838723614.jpg,https://www.metro.ca/en/online-grocery/search-page-199
RIVIERA,Mango And Passion Fruit Flavoured Vegan Coconut Milk...,4x120 g,"$6.79
 ea.",,$5.66 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
RIVIERA,Cream Cheese,240 g,"$4.49
 ea.",,$1.87 /100g,"Regular price
$4.99  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h0e/hd7/12258536685598.jpg,https://www.metro.ca/en/online-grocery/search-page-199
GENERAL MILLS,"Maple And Nut Flavoured Cereal Value Pack, Oatmeal C...",619 g,"$9.99
 ea.",,$1.61 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
LIFE SMART,"Smoked Wiener Sausages, Naturalia",375 g,"$5.99
 ea.",,$1.60 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-199
IRRESISTIBLES,Grana Padano Cheese Aged 14 Months,200 g,"$8.99
 ea.",,$4.50 /100g,,,https://product-images.metro.ca/images/h05/h2d/10200581537822.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Light Marble Cheddar,250 g,"$5.29
 ea.",,$2.12 /100g,,,https://product-images.metro.ca/images/h4e/ha7/10244313808926.jpg,https://www.metro.ca/en/online-grocery/search-page-200
INVITATIONS,Dealcoholized Australian White Wine,750 mL,"$5.99
 ea.",,$0.80 /100ml,"Regular price
$6.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h0a/hfe/11521656094750.jpg,https://www.metro.ca/en/online-grocery/search-page-200
INVITATIONS,Dealcoholized Australian Red Wine,750 mL,"$5.99
 ea.",,$0.80 /100ml,"Regular price
$6.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h55/hd2/10200602345502.jpg,https://www.metro.ca/en/online-grocery/search-page-200
INVITATIONS,Dealcoholized Australian Rosé Wine,750 mL,"$5.99
 ea.",,$0.80 /100ml,"Regular price
$6.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h5b/h59/11497565913118.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Fries Sauce,325 mL,"$3.49
 ea.",,$1.07 /100ml,,,https://product-images.metro.ca/images/h69/h53/10200618991646.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Burger Sauce,325 mL,"$3.49
 ea.",,$1.07 /100ml,,,https://product-images.metro.ca/images/h4e/h3e/10200618860574.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Alfredo Pasta Sauce,410 mL,"$3.49
 ea.",,$0.85 /100ml,"Regular price
$4.19  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h1e/h51/10402390835230.jpg,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,"Lentil Soup With Vegetables, Organic",398 mL,"$4.49
 ea.",,$1.13 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Roasted Garlic Flavoured Alfredo Pasta Sauce,410 mL,"$3.49
 ea.",,$0.85 /100ml,"Regular price
$4.19  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h3f/h8d/10402390540318.jpg,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,Quebec-Style Split Pea Soup With Vegetables And Hemp...,398 g,"$4.49
 ea.",,$1.13 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,"Coconut Curry Soup With Sweet Potato And Pumkin, Org...",398 mL,"$4.49
 ea.",,$1.13 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,Butternut Squash With Sweet Potato And Maple Syrup S...,398 mL,"$4.49
 ea.",,$1.13 /100ml,,,,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,Reduced Fat Mayonnaise Style Dressing,890 mL,"$4.99
 ea.",,$0.56 /100ml,"Regular price
$5.79  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h08/h05/10246433734686.jpg,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,"Instant Oatmeal In Packets, Organic",320 g,"$4.79
 ea.",,$1.50 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-200
LIFE SMART,Mayonnaise Type Dressing With Olive Oil,890 mL,"$4.99
 ea.",,$0.56 /100ml,"Regular price
$5.79  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h91/hf4/10353244078110.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Cranberry And Orange Muffins,600 g,"$7.99
 ea.",,$1.33 /100g,,,https://product-images.metro.ca/images/ha8/hf4/11521572470814.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Stewed Prunes,720 mL,"$7.49
 ea.",,$1.04 /100ml,,,https://product-images.metro.ca/images/h00/h6f/11521794506782.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Large Freezer Bags,20 un,"$5.29
 ea.",,$0.26 /un.,,,https://product-images.metro.ca/images/h07/h3c/10825230909470.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Extra Large Double Zipper Freezer Bags,10 un,"$3.99
 ea.",,$0.27 /un.,,,https://product-images.metro.ca/images/hfd/h6f/11625480323102.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Sliced Pepperoni,2x375 g,"$11.99
 ea.",,$1.60 /100g,,,https://product-images.metro.ca/images/h9c/hdf/11094975512606.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,In-Shell Nut Blend,454 g,"$4.99
 ea.",,$1.10 /100g,"Regular price
$5.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h9c/h79/11022564786206.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,In-Shell Walnuts,454 g,"$4.99
 ea.",,$1.10 /100g,"Regular price
$5.99  ea.","Valid until Jan 10, 2024",https://product-images.metro.ca/images/h68/hf0/11274462724126.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Spicy Calabrese Salami,100 g,"$8.49
 ea.",,$8.49 /100g,,,https://product-images.metro.ca/images/hb8/h37/12175419572254.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Wine Sauerkraut,900 mL,"$3.49
 ea.",,$0.39 /100ml,"Regular price
$3.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h51/h07/11764302905374.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Soppressata Salami,100 g,"$8.49
 ea.",,$8.49 /100g,,,https://product-images.metro.ca/images/h02/hd8/11198284562462.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Parchment Paper,1 un,"$9.79
 ea.",,$0.20 /m,,,https://product-images.metro.ca/images/h6b/he2/11445514928158.jpg,https://www.metro.ca/en/online-grocery/search-page-200
IRRESISTIBLES,Montreal Style Sesame Bagels,510 g,"$6.49
 ea.",,$1.27 /100g,,,https://product-images.metro.ca/images/hc2/h31/11328913899550.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Lactose Free Shredded Mozzarella Cheese For Pizza,320 g,"$5.99
 ea.",,$1.87 /100g,"Regular price
$7.49  ea.","Valid until Feb 14, 2024",https://product-images.metro.ca/images/h2c/hc6/12175587934238.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Raspberry Flavoured Swiss Rolls,400 g,"$8.79
 ea.",,$13.12 /100g,,,https://product-images.metro.ca/images/h74/hf9/12175641706526.jpg,https://www.metro.ca/en/online-grocery/search-page-200
SELECTION,Vanilla And Chocolate Flavoured Swiss Rolls,400 g,"$8.79
 ea.",,$2.20 /100g,,,https://product-images.metro.ca/images/h84/hb4/12175637446686.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Birthday Cake Swiss Rolls,400 g,"$8.79
 ea.",,$2.20 /100g,,,https://product-images.metro.ca/images/h96/hf6/12175642853406.jpg,https://www.metro.ca/en/online-grocery/search-page-201
INVITATIONS,Dealcoholized Australian Sparkling Wine,750 mL,"$9.49
 ea.",,$1.27 /100ml,,,https://product-images.metro.ca/images/h96/hb4/11493516345374.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Chicken Treats For Cats,85 g,"$2.99
 ea.",,$3.52 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h73/hec/11601523834910.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Salmon Treats For Cats,85 g,"$2.99
 ea.",,$3.52 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/ha0/hbc/11601491886110.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Big Baking Cups,60 un,"2 / 
$4.00",,$0.03 /un.,"Regular price
$2.49  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h92/hf1/11630151860254.jpg,https://www.metro.ca/en/online-grocery/search-page-201
LIFE SMART,Strawberry Spread,500 mL,"$3.99
 ea.",,$0.80 /100ml,"Regular price
$4.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h69/h3e/11449820413982.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Grape Jelly,500 mL,"$3.99
 ea.",,$0.80 /100ml,"Regular price
$4.79  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h2e/h7a/11449816219678.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Reduced Salt Soy Sauce,450 mL,"$5.99
 ea.",,$1.33 /100ml,,,https://product-images.metro.ca/images/h2b/hac/11556880973854.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Fermented Soy Sauce,450 mL,"$5.99
 ea.",,$1.33 /100ml,,,https://product-images.metro.ca/images/h5f/h86/11556867309598.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Duck Treats For Cats,85 g,"$2.99
 ea.",,$3.52 /100g,"Regular price
$3.49  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h25/h73/11601647992862.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Fresh Linen Scented Oil Air Freshener,1 un,"$4.99
 ea.",,$4.99 /un.,"Regular price
$6.99  ea.","Valid until Feb 7, 2024",https://product-images.metro.ca/images/h71/hd5/12192380026910.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Vanilla Creme-Filled Sandwich Cookies,907 g,"$5.99
 ea.",,$0.66 /100g,,,https://product-images.metro.ca/images/h44/haa/9668926603294.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Chocolate Creme-Filled Fudge Sandwich Cookies,907 g,"$5.99
 ea.",,$0.66 /100g,,,https://product-images.metro.ca/images/h29/hea/9658232438814.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Vanilla Creme-Filled Chocolate And Vanilla Sandwich ...,907 g,"$5.99
 ea.",,$0.66 /100g,,,,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,"Reduced Sugar Fusion Fruit Juice Boxes, H2Fruits",8x200 mL,"2 / 
$6.50",,$0.20 /100ml,"Regular price
$3.69  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Watermelon And Berries Juice Blend With 55% Less Sug...,8x200 mL,"2 / 
$6.50",,$0.20 /100ml,"Regular price
$3.69  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Chocolate Cupcakes,284 g,"$5.99
 ea.",,$2.11 /100g,,,https://product-images.metro.ca/images/h67/h3b/9520256811038.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Vanilla Cupcakes,284 g,"$5.99
 ea.",,$2.11 /100g,,,https://product-images.metro.ca/images/h40/h81/9520252846110.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Red Velvet Cupcakes,284 g,"$6.79
 ea.",,$2.39 /100g,,,https://product-images.metro.ca/images/h6a/hcc/11145363685406.jpg,https://www.metro.ca/en/online-grocery/search-page-201
LIFE SMART,"Bread Crumbs, Gluten Free",500 g,"$6.99
 ea.",,$1.40 /100g,"Regular price
$7.99  ea.","Valid until Jan 24, 2024",,https://www.metro.ca/en/online-grocery/search-page-201
LIFE SMART,Lactose-Free Sliced Light Swiss Cheese,350 g,"$13.29
 ea.",,$3.80 /100g,,,https://product-images.metro.ca/images/hea/had/11257185501214.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Salted And Roasted Whole Almonds,1.13 kg,"$18.99
 ea.",,$1.68 /100g,,,https://product-images.metro.ca/images/h20/h47/9301000847390.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Deluxe Mixed Nuts,1.13 kg,"$20.99
 ea.",,$1.86 /100g,,,https://product-images.metro.ca/images/ha0/h6b/9300952547358.jpg,https://www.metro.ca/en/online-grocery/search-page-201
SELECTION,Salted And Roasted Cashews,1.13 kg,"$20.99
 ea.",,$1.86 /100g,,,https://product-images.metro.ca/images/hd1/h91/9520188325918.jpg,https://www.metro.ca/en/online-grocery/search-page-201
IRRESISTIBLES,Beef Tender Dog Treats,50 g,"$4.49
 ea.",,$8.98 /100g,"Regular price
$4.99  ea.","Valid until Jan 24, 2024",https://product-images.metro.ca/images/h53/hb1/9336501305374.jpg,https://www.metro.ca/en/online-grocery/search-page-201
